gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M1938,,China,Hebi No. 3 Coal Mine,,鹤壁煤电股份有限公司第三煤矿,,,https://www.gem.wiki/鹤壁煤电股份有限公司第三煤矿,Operating,,,,Hebi Coal and Electricity Stock Company No. 3 Coal Mine,,鹤壁煤电股份有限公司第三煤矿,,China,1.35,,2024.0,,Underground,Longwall,,,Exact,2933.0,Exact,Bituminous,Met,,,,,34.0,2023.0,84.0,25.0,2007.0,,18.0,2023.0,Hebi,35.936051,114.169972,Exact,,,,突出矿井,2025.0,,,,,N,Y,26.08,0.0175,1.44,0.52,,河南省鹤壁市鹤山区长风北路,,1.6,17.3,N,
M1939,,China,Hebi No. 6 Coal Mine,,鹤壁煤电股份有限公司第六煤矿,,,https://www.gem.wiki/鹤壁煤电股份有限公司第六煤矿,Operating,,,,Hebi Coal and Electricity Stock Company No. 6 Coal Mine,,鹤壁煤电股份有限公司第六煤矿,,China,1.3,,2024.0,,Underground,,,,Exact,3148.0,Exact,Bituminous,Thermal & Met,,,,,61.0,2021.0,,47.0,1995.0,,33.0,2021.0,Hebi,35.901746,114.195453,Exact,,,,突出矿井,2025.0,,,,,N,Y,24.75,0.0166,1.37,0.49,,河南省鹤壁市鹤山区大胡东六矿工业广场,,1.6,17.0,N,
M0233,,China,Hecaogou Coal Mine,,延安市禾草沟煤业有限公司,,,https://www.gem.wiki/延安市禾草沟煤业有限公司,Operating,,,,Yan'an Hecaogou Coal Industry Company,,,,China,5.0,,2025.0,,Underground,Longwall,,,Exact,168.0,Exact,Bituminous,Met,,,,,130.0,2022.0,250.0,26.0,2015.0,,20.0,2020.0,,37.032322,109.62918,Exact,,,,低瓦斯,2022.0,,,,,N,N,49.7,0.0333,2.75,0.99,,陕西省延安市子长县余家坪乡禾草沟村,,1.6,8.9,N,
M2316,,China,Hedong Baijialiang Coal Mine,,内蒙古恒东集团白家梁煤炭有限责任公司煤矿,,,https://www.gem.wiki/内蒙古恒东集团白家梁煤炭有限责任公司煤矿,Operating,,,,Inner Mongolia Hengdong Energy Group,,,,China,2.4,,2023.0,,Surface,Open Pit,,,Exact,18.0,Exact,Bituminous,Thermal,,,,,7.0,2013.0,,3.0,2012.0,,,,Jungar,39.38428,110.657344,Exact,,,,,,,,,,N,N,4.0,0.0027,0.22,0.08,,内蒙古自治区鄂尔多斯市准格尔旗那日松镇,,1.5,1.6,N,
M1941,,China,Heilong Coal Mine,,山西潞安集团蒲县黑龙煤业有限公司,,,https://www.gem.wiki/山西潞安集团蒲县黑龙煤业有限公司,Operating,,,,Shanxi Lu'an Group Pu County Heilong Coal Industry Company,,,,China,1.2,,2022.0,,Underground,,,,Exact,368.0,Exact,Bituminous,Met,,,,,70.0,2018.0,145.0,58.0,2015.0,,41.0,2018.0,Hedong,36.249956,111.241108,Exact,,,,低瓦斯,2024.0,,,,,N,N,20.1,0.0135,1.11,0.4,,山西省临汾市蒲县黑龙关镇后西沟村,,1.6,15.0,N,
M1943,,China,Heilonggou Coal Mine,,陕西黑龙沟矿业有限责任公司,,,https://www.gem.wiki/陕西黑龙沟矿业有限责任公司,Operating,,,,Shaanxi Heilonggou Mining Company,,,,China,1.5,,2024.0,,Underground,Longwall,,,Exact,387.0,Estimate,Bituminous,Thermal,,,,,66.0,2019.0,,44.0,1995.0,,29.0,2017.0,Shenfu,38.735217,110.066519,Exact,,,,低瓦斯,2011.0,,,,,N,N,16.08,0.0108,0.89,0.32,,陕西省榆林市神木市大保当镇黑龙沟村,,1.6,9.6,N,
M5529,,China,Heilongjiang Datonggou Coal Mine,,黑龙江丰源矿业有限公司大通沟煤矿,,,https://www.gem.wiki/黑龙江丰源矿业有限公司大通沟煤矿,Mothballed,,,,Heilongjiang Fengyuan Mining Co Ltd,E100002010234,黑龙江丰源矿业有限公司,Heilongjiang Fengyuan Mining Co Ltd [100.0%],,0.6,,2022.0,,Underground,,,,Estimate,330.0,Exact,Bituminous,Met,,,,,13.63,2019.0,46.0,23.0,2013.0,,22.0,2021.0,Jixi Coal Field,45.411944,130.704167,Exact,,,,高瓦斯,2024.0,,,,,N,Y,8.9,0.006,0.49,0.18,E100002010234 [100.0%],黑龙江省鸡西市滴道区,,1.6,13.3,N,
M5570,,China,Heilongjiang Donghui Coal Mine,,双鸭山龙煤天泰煤化工有限公司东辉矿井,,,https://www.gem.wiki/双鸭山龙煤天泰煤化工有限公司东辉矿井,Proposed,Construction,New,,Shuangyashan Longmei Tiantai Coal Chemical Co Ltd,E100002009692,双鸭山龙煤天泰煤化工有限公司,Shuangyashan Longmei Tiantai Coal Chemical Co Ltd [100.0%],,1.8,,,,Underground,Longwall,,,Exact,,,Bituminous,Thermal,,,,,135.5,2018.0,246.0,75.0,,,54.0,2018.0,Jixian Coalfield,47.108333,131.483333,Exact,,,,低瓦斯,2025.0,,,,,N,N,34.45,0.0231,1.9,0.69,E100002009692 [100.0%],黑龙江省双鸭山市二九一农场,,1.6,17.1,N,
M5115,,China,Heilongjiang Dongning Hexing Coal Mine,,东宁和兴煤矿有限公司,,,https://www.gem.wiki/东宁和兴煤矿有限公司,Operating,,,,Dongning Hexing Coal Mine Co Ltd,E100002009646,东宁和兴煤矿有限公司,Dongning Hexing Coal Mine Co Ltd [100.0%],,0.6,,2019.0,,Underground,,,,Estimate,236.0,Exact,Bituminous,Thermal,,,,,,,,,2005.0,,,,,43.686114,130.943583,Exact,,,,低瓦斯,2020.0,,,,,N,N,8.9,0.006,0.49,0.18,E100002009646 [100.0%],黑龙江省牡丹江市东宁市老黑山镇九佛沟村,,1.6,13.3,N,
M4737,,China,Heilongjiang Dongrong No. 1 Coal Mine,,黑龙江龙煤矿业集团股份有限公司双鸭山分公司东荣一矿,,,https://www.gem.wiki/黑龙江龙煤矿业集团股份有限公司双鸭山分公司东荣一矿,Operating,,,,Heilongjiang Longmei Mining Group Shuangyashan Branch,E100002010238,黑龙江龙煤矿业集团股份有限公司双鸭山分公司,Heilongjiang Longmei Mining Group Shuangyashan Branch [100.0%],,1.8,,2025.0,,Underground,Longwall,,,Estimate,1279.0,Estimate,Bituminous,Thermal & Met,50.0,50.0,Estimated,2019.0,94.33,2024.0,,52.0,,,37.0,2024.0,,46.817678,131.492791,Exact,,,,低瓦斯,2020.0,,,,,N,N,26.71,0.0179,1.48,0.53,E100002010238 [100.0%],黑龙江省双鸭山市集贤县腰屯乡,,1.6,13.3,N,
M5116,,China,Heilongjiang Heihe Sanjitun Coal Mine,,黑河市宋集屯煤矿有限责任公司三吉屯露天煤矿,,,https://www.gem.wiki/黑河市宋集屯煤矿有限责任公司三吉屯露天煤矿,Operating,,,,Heihe City Songjitun Coal Mine Co Ltd,E100002010231,黑河市宋集屯煤矿有限责任公司三吉屯露天煤矿,Heihe City Songjitun Coal Mine Co Ltd [100.0%],,0.6,,2026.0,,Surface,Open Pit,,,Estimate,195.0,Estimate,Lignite,Thermal,,,,,9.32,2022.0,,16.0,,,13.0,2022.0,,50.074876,127.34512,Approximate,,,,,,,,,,N,N,2.01,0.0013,0.11,0.04,E100002010231 [100.0%],黑龙江省黑河市爱辉区西岗子镇,,1.5,3.2,N,
M5117,,China,Heilongjiang Heihe Xingbian Coal Mine,limited data,黑河市兴边矿业有限公司,,,https://www.gem.wiki/黑河市兴边矿业有限公司,Operating,,,,Heihe City Xingbian Mining Co Ltd,E100002010232,黑河市兴边矿业有限公司,Heihe City Xingbian Mining Co Ltd [100.0%],,0.9,,2021.0,,Underground,Longwall,,,Exact,65.0,Exact,Bituminous,Thermal,,,,,30.58,2009.0,,34.0,2008.0,,,,,50.155555,125.970278,Exact,,,,低瓦斯,2020.0,,,,,N,N,14.88,0.01,0.82,0.3,E100002010232 [100.0%],黑龙江省黑河市爱辉区罕达汽镇裸河村,,1.6,14.8,N,
M4736,,China,Heilongjiang Jianchang Coal Mine No.1 Well,,沈阳焦煤鸡西盛隆矿业有限责任公司碱场煤矿一井,,,https://www.gem.wiki/沈阳焦煤鸡西盛隆矿业有限责任公司碱场煤矿一井,Operating,,,,Shenyang Coking Coal Jixi Shenglong Mining Co Ltd,E100000126992,沈阳焦煤鸡西盛隆矿业有限责任公司碱场煤矿一井,China Cinda Asset Management Co Ltd [16.4%]; Shenyang Coal Industry (Group) Co Ltd [55.6%]; Liaoning Huida Enterprise Management Co Ltd [6.2%]; Tibet Shannan Jintian Investment Partnership Enterprise LP [1.6%]; Tibet Shannan Jinrui Investment Partnership Enterprise LP [1.6%]; Tibet Shannan Jinqiang Investment Partnership Enterprise LP [0.9%]; unknown [17.7%],,0.9,,2022.0,,Underground,Longwall,,,Exact,11166.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2010.0,34.8,2021.0,63.0,39.0,2009.0,,28.0,2021.0,,45.09012,130.593145,Exact,,,,高瓦斯,2024.0,,,,,N,N,18.46,0.0124,1.02,0.37,E100000123329 [16.4%]; E100000123485 [55.6%]; E100000124666 [6.2%]; E100000124748 [1.6%]; E100000124749 [1.6%]; E100000124750 [0.9%]; E100000132388 [17.7%],黑龙江省鸡西市梨树区,,1.6,18.4,N,
M5114,,China,Heilongjiang Lushan l Coal Mine No.9 Shaft,,七台河市鹿山优质煤有限责任公司九井,,,https://www.gem.wiki/七台河市鹿山优质煤有限责任公司九井,Operating,,,,Qitaihe City Lushan Youzhi Coal Co Ltd,E100002010441,七台河市鹿山优质煤有限责任公司九井,Qitaihe City Lushan Youzhi Coal Co Ltd [100.0%],,0.6,,2023.0,,Underground,Longwall,,,Estimate,512.0,Estimate,Bituminous,Met,,,,,20.04,2011.0,,33.0,2009.0,,48.0,2011.0,,45.944448,131.530734,Exact,,,,高瓦斯,2024.0,,,,,N,N,8.9,0.006,0.49,0.18,E100002010441 [100.0%],黑龙江省七台河市茄子河区八五五农场鹿山地区,,1.6,13.3,N,
M5119,,China,Heilongjiang Oupu Coal Mine,,大兴安岭十八站欧浦煤矿,,,https://www.gem.wiki/大兴安岭十八站欧浦煤矿,Operating,,,,Daxing'anling Eighteen Station Oupu Coal Mine Co Ltd,E100002009616,大兴安岭十八站欧浦煤矿,Daxing'anling Eighteen Station Oupu Coal Mine Co Ltd [100.0%],,0.6,,2023.0,,Surface,Open Pit,,,Exact,60.0,Exact,Lignite,Thermal,,,,,12.12,2025.0,,20.0,2015.0,,18.0,2025.0,,52.51274,125.915353,Exact,,,,,,,,,,N,N,0.86,6.0E-4,0.05,0.02,E100002009616 [100.0%],黑龙江省大兴安岭地区呼玛县鸥浦盆地,,1.5,1.4,N,
M6955,,China,Heilongjiang Qitaihe Baotailong No. 1 Coal Mine,,宝泰隆新材料股份有限公司一矿,,,https://www.gem.wiki/宝泰隆新材料股份有限公司一矿,Operating,,New,,Baotailong New Materials Co Ltd,E100002011736,宝泰隆新材料股份有限公司,Baotailong New Materials Co Ltd [100.0%],,0.9,,2025.0,,Underground,Longwall,,,Exact,1800.0,Exact,Bituminous,Thermal,,,,,85.0,2013.0,142.4296,94.0,2025.0,,64.0,2024.0,Boli Coal Field,45.816165,130.890313,Exact,,,,低瓦斯,2013.0,,,,,N,N,10.96,0.0073,0.61,0.22,E100002011736 [100.0%],黑龙江省七台河市金沙新区种畜场六分场,,1.6,10.9,N,
M5246,,China,Heilongjiang Shuangfu Coal Mine,,龙兴集团双富煤矿,,,https://www.gem.wiki/龙兴集团双富煤矿,Proposed,Pre-Permit,New,,Heilongjiang Longxing International Resources Development Group Co Ltd,E100002010240,黑龙江龙兴国际资源开发集团有限公司,Heilongjiang Longxing International Resources Development Group Co Ltd [100.0%],,1.2,,,,Underground,,,,Estimate,,,Anthracite,Thermal,,,,,40.52,2022.0,185.0,34.0,,,60.0,2023.0,Jixian Coalfield,47.204167,131.551389,Exact,,,,,,,,,,N,N,31.58,0.0212,1.75,0.63,E100002010240 [100.0%],黑龙江佳木斯市富锦市上街基镇,,1.6,23.6,N,
M6954,,China,Heilongjiang Shuangyashan Shengping Coal Mine,,双鸭山北方升平矿业有限责任公司,,,https://www.gem.wiki/双鸭山北方升平矿业有限责任公司,Operating,,,,Shuangyashan North Shengping Mining Co Ltd,E100002011996,双鸭山北方升平矿业有限责任公司,Shuangyashan North Shengping Mining Co Ltd [100.0%],,0.7,,2025.0,,Underground,Longwall,,,Exact,1202.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2011.0,24.0,2022.0,56.1574,53.0,1998.0,,38.0,2022.0,Jixian Coal Field,46.791843,131.19138,Exact,,,,低瓦斯,2022.0,,,,,N,N,9.46,0.0063,0.52,0.19,E100002011996 [100.0%],黑龙江省双鸭山市集贤县集贤镇,,1.6,12.1,N,
M5113,,China,Heilongjiang Shuangyashan Yatai Coal Mine,,双鸭山亚泰煤业有限公司一井,,,https://www.gem.wiki/双鸭山亚泰煤业有限公司一井,Operating,,,,Shuangyashan Yatai Coal Industry Co Ltd,E100002009689,双鸭山亚泰煤业有限公司一井,Shuangyashan Yatai Coal Industry Co Ltd [100.0%],,0.6,,2025.0,,Underground,Longwall,,,Estimate,466.0,Exact,Bituminous,Thermal & Met,70.0,30.0,Estimated,2025.0,13.77,2004.0,,23.0,2009.0,,22.0,2004.0,,46.546952,131.409747,Exact,,,,高瓦斯,2024.0,,,,,N,N,8.9,0.006,0.49,0.18,E100002009689 [100.0%],黑龙江省双鸭山市宝山区,,1.6,13.3,N,
M5245,,China,Heilongjiang Sijitun Coal Mine,,龙兴集团四季屯煤矿,,,https://www.gem.wiki/龙兴集团四季屯煤矿,Proposed,Pre-Permit,New,,Heilongjiang Longxing International Resources Development Group Co Ltd,E100002010240,黑龙江龙兴国际资源开发集团有限公司,Heilongjiang Longxing International Resources Development Group Co Ltd [100.0%],,3.0,,,,Underground,,,,Estimate,,,Bituminous,Thermal,,,,,250.69,2023.0,463.0,84.0,,,62.0,2023.0,Jixian Coalfield,49.564088,127.796787,Approximate,,,,,,,,,,N,N,44.51,0.0298,2.46,0.89,E100002010240 [100.0%],黑龙江省孙吴县沿江满族达斡尔族自治乡,,1.6,13.3,N,
M4739,,China,Heilongjiang Xinfa Coal Mine,,黑龙江龙煤矿业集团股份有限公司鸡西分公司新发煤矿,,,https://www.gem.wiki/黑龙江龙煤矿业集团股份有限公司鸡西分公司新发煤矿,Operating,,,,Heilongjiang Longmei Mining Group Co Ltd,E100002010236,黑龙江龙煤矿业集团股份有限公司,Heilongjiang Longmei Mining Group Co Ltd [100.0%],,0.9,,2019.0,,Underground,Longwall,,,Estimate,1131.0,Estimate,Bituminous,Met,,,,,113.0,2007.0,,126.0,1997.0,,,,Jixi Coalfield,45.321622,130.919789,Exact,,,,突出矿井,2024.0,,,,,N,Y,13.35,0.0089,0.74,0.27,E100002010236 [100.0%],黑龙江省鸡西市,,1.6,13.3,N,
M5272,,China,Heilongjiang Xinhua Coal Mine,,黑龙江瑞鹤矿业有限公司新华煤矿,,,https://www.gem.wiki/黑龙江瑞鹤矿业有限公司新华煤矿,Proposed,Permitted,New,,Heilongjiang Ruihe Mining Co Ltd,E100002010241,黑龙江瑞鹤矿业有限公司,Heilongjiang Ruihe Mining Co Ltd [100.0%],,0.6,,,,Underground,,,,Estimate,,,Bituminous,Thermal & Chemical,,,,,33.43,2025.0,66.0,56.0,,,40.0,2025.0,Hegang Coalfield,47.139444,130.207778,Approximate,,,,,,,,,,N,N,8.9,0.006,0.49,0.18,E100002010241 [100.0%],黑龙江省鹤岗市东山区新华镇,,1.6,13.3,N,
M4740,,China,Heilongjiang Xinli Coal Mine,,黑龙江龙煤矿业集团股份有限公司七台河分公司新立煤矿,,,https://www.gem.wiki/黑龙江龙煤矿业集团股份有限公司七台河分公司新立煤矿,Operating,,,,Heilongjiang Longmei Mining Group Co Ltd,E100002010236,黑龙江龙煤矿业集团股份有限公司,Heilongjiang Longmei Mining Group Co Ltd [100.0%],,0.9,,2024.0,,Underground,Longwall,,,Exact,1688.0,Estimate,Bituminous,Met,,,,,8.47,2018.0,,9.0,1976.0,,7.0,2024.0,,45.801442,130.903974,Exact,,,,突出矿井,2024.0,,,,,N,N,17.09,0.0114,0.94,0.34,E100002010236 [100.0%],黑龙江省七台河市新兴区,,1.6,17.0,N,
M5530,,China,Heilongjiang Yixing Coal Mine,,黑龙江天源煤炭股份有限公司鸡西益兴煤矿,,,https://www.gem.wiki/黑龙江天源煤炭股份有限公司鸡西益兴煤矿,Proposed,Permitted,Expansion,,Heilongjiang Tianyuan Coal Co Ltd,E100002010242,黑龙江天源煤炭股份有限公司,Heilongjiang Tianyuan Coal Co Ltd [100.0%],,0.6,,,,Underground,Longwall,,,Exact,80.0,Exact,Bituminous,Thermal & Met,,,,,56.69,2022.0,102.0,94.0,,,67.0,2022.0,Jixi Coal Field,45.37167,131.351284,Exact,,,,高瓦斯,2024.0,,,,,N,N,12.49,0.0084,0.69,0.25,E100002010242 [100.0%],黑龙江省鸡西市鸡东县永安镇永丰村,,1.6,18.6,N,
M1944,,China,Heiyanquan Coal Mine,,巴里坤银鑫矿业投资有限公司新疆巴里坤黑眼泉煤矿,,,https://www.gem.wiki/巴里坤银鑫矿业投资有限公司新疆巴里坤黑眼泉煤矿,Operating,,,,Barkol Kazakh Yinxin Mining Industry Investment Company,,,,China,1.2,,2022.0,,Underground,Longwall,,,Estimate,750.0,Exact,Bituminous,Met,,,,,37.0,2015.0,,31.0,2014.0,,24.0,2015.0,Balikun,44.170142,92.173173,Exact,,,,低瓦斯,2017.0,,,,,N,N,17.81,0.0119,0.98,0.36,,新疆哈密市巴里坤县大红柳峡乡段家地,,1.6,13.3,N,
M0234,,China,Hejiata Coal Mine,陕西何家塔煤矿有限责任公司,陕西省何家塔煤矿,,,https://www.gem.wiki/陕西省何家塔煤矿,Operating,,New,,Shaanxi Hejiata Coal Mine Co Ltd,,陕西何家塔煤矿有限责任公司,,China,2.4,,2025.0,,Underground,Longwall,,,Exact,675.0,Exact,Bituminous,Thermal,,,,,135.0,2021.0,226.0,56.0,2022.0,,81.0,2021.0,Northern Shaanxi Jurassic,39.167601,110.342357,Exact,Coal Plant,杨伙盘煤电,https://www.gem.wiki/Yanghuopan_power_station,低瓦斯,2024.0,,,,,N,N,23.05,0.0154,1.27,0.46,,陕西省榆林市神木市大柳塔镇何家塔村,,1.6,8.6,N,
M3070,,China,Hejin Xuehugou Coal Mine,,霍州煤电集团河津薛虎沟煤业有限责任公司,,,https://www.gem.wiki/霍州煤电集团河津薛虎沟煤业有限责任公司,Operating,,,,Huozhou Coal and Electricity Group Hejin Xuehugou Coal Industry Company,,,,China,0.9,,2022.0,,Underground,Longwall,,,Exact,929.0,Exact,Bituminous,Met,,,,,9.0,2017.0,,9.0,2013.0,,1.0,,Hejin,35.741219,110.61263,Exact,,,,低瓦斯,2023.0,,,,,N,N,14.67,0.0098,0.81,0.29,,山西省运城市河津市下化乡陈家岭村,,1.6,14.6,N,
M4747,,China,Henan Anyang Hongling Coal Mine,,安阳鑫龙煤业（集团）红岭煤业有限责任公司,,,https://www.gem.wiki/安阳鑫龙煤业（集团）红岭煤业有限责任公司,Operating,,,,Anyang Xinlong Coal Industry Group Hongling Coal Industry Co Ltd,E100002009240,安阳鑫龙煤业（集团）红岭煤业有限责任公司,Anyang Xinlong Coal Industry Group Hongling Coal Industry Co Ltd [100.0%],,0.9,,2025.0,,Underground,,,,Estimate,1175.0,Exact,Bituminous,Met,,,,,12.2,2022.0,27.0,14.0,,,10.0,2022.0,,36.266394,114.093463,Exact,,,,突出矿井,2024.0,,,,,N,N,13.35,0.0089,0.74,0.27,E100002009240 [100.0%],河南安阳市安阳县伦掌乡西柏涧村,,1.6,13.3,N,
M5140,,China,Henan Anyang Zhujiao Coal Mine,,安阳市主焦煤业有限责任公司主焦煤矿,,,https://www.gem.wiki/安阳市主焦煤业有限责任公司主焦煤矿,Operating,,,,Anyang City Zhujiao Coal Industry Co Ltd,E100002009238,安阳市主焦煤业有限责任公司主焦煤矿,Anyang City Zhujiao Coal Industry Co Ltd [100.0%],,0.6,,2019.0,,Underground,Longwall,,,Exact,1112.0,Exact,Bituminous,Met,,,,,3.26,2019.0,42.0,5.0,2003.0,,,,,36.27232,114.096783,Exact,,,,突出矿井,2024.0,,,,,N,N,11.73,0.0079,0.65,0.23,E100002009238 [100.0%],河南省安阳市安阳县伦掌乡西柏涧村,,1.6,17.5,N,
M4743,,China,Henan Baoyushan Coal Mine,,河南宝雨山煤业有限公司宝雨山煤矿,,,https://www.gem.wiki/河南宝雨山煤业有限公司宝雨山煤矿,Operating,,,,Henan Baoyushan Coal Industry Co Ltd,E100002010243,河南宝雨山煤业有限公司宝雨山煤矿,Henan Baoyushan Coal Industry Co Ltd [100.0%],,0.9,,2023.0,,Underground,,,,Estimate,946.0,Exact,Bituminous,Thermal,,,,,42.76,2023.0,128.0,48.0,2014.0,,34.0,2023.0,Dengfeng Coal Field,34.352132,112.640824,Exact,,,,突出矿井,2025.0,,,,,N,N,13.35,0.0089,0.74,0.27,E100002010243 [100.0%],河南洛阳市伊川县白沙镇豆村,,1.6,13.3,N,
M5138,,China,Henan Chengjiao Coal Mine,,河南省正龙煤业有限公司城郊煤矿,,,https://www.gem.wiki/河南省郑龙煤业有限公司城郊煤矿,Operating,,,,Henan Province Zhenglong Coal Industry Co Ltd,E100002010251,河南省正龙煤业有限公司城郊煤矿,Henan Province Zhenglong Coal Industry Co Ltd [100.0%],,3.6,,2025.0,,Underground,Longwall,,,Exact,3740.0,Exact,Anthracite,Thermal,,,,,341.69,2017.0,750.44,95.0,2025.0,,56.0,2025.0,,33.937692,116.378618,Exact,,,,突出矿井,2025.0,,,,,N,N,102.92,0.069,5.69,2.05,E100002010251 [100.0%],河南省商丘市永城市城关镇宝塔路,,1.6,25.6,N,
M5434,,China,Henan Chenzhaobeijing Coal Mine,,河南省新乡市陈召新煤田开发有限责任公司陈召北井煤矿,,,https://www.gem.wiki/河南省新乡市陈召新煤田开发有限责任公司陈召北井煤矿,Proposed,Pre-Permit,New,,Xinxiang City Chenzhaoxin Coalfield Development Co Ltd,E100002009327,新乡市陈召新煤田开发有限责任公司,Xinxiang City Chenzhaoxin Coalfield Development Co Ltd [100.0%],,0.6,,,,Underground,Longwall,,,Exact,812.0,Exact,Anthracite,Thermal & Met,,,,,17.88,2021.0,43.0,,,,21.0,2021.0,Jiaozuo Coal Field,35.517486,113.994819,Exact,,,,低瓦斯,2022.0,,,,,N,N,19.3,0.0129,1.07,0.39,E100002009327 [100.0%],河南省新乡市卫辉市太公镇陈召村,,1.6,28.8,N,
M5437,,China,Henan Damoling Coal Mine,,河南省新密市超化煤矿有限公司大磨岭煤矿,,,https://www.gem.wiki/河南省新密市超化煤矿有限公司大磨岭煤矿,Mothballed,,Expansion,,Xinmi City Chaohua Coal Mine Co Ltd,,新密市超化煤矿有限公司,,,0.6,,2024.0,,Underground,Longwall,,,Exact,913.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2021.0,35.67,2007.0,53.0,59.0,2020.0,,35.0,2024.0,Xinmi Coal Field,34.406857,113.518093,Exact,,,,突出矿井,2024.0,,,,,N,N,10.01,0.0067,0.55,0.2,,河南省郑州市新密市大隗镇,,1.6,14.9,N,
M4742,,China,Henan Daping Coal Mine,,郑州煤炭工业（集团）有限责任公司大平煤矿,,,https://www.gem.wiki/郑州煤炭工业（集团）有限责任公司大平煤矿,Operating,,,,Zhengzhou Coal Industry Group Co Ltd,,郑州煤炭工业（集团）有限责任公司大平煤矿,,,0.8,,2023.0,,Underground,Longwall,,,Exact,1363.0,Exact,Bituminous,Thermal,,,,,1.34,2023.0,17.0,2.0,1986.0,,8.06,2012.0,,34.449408,113.273212,Exact,,,,突出矿井,2025.0,,,,,N,N,12.15,0.0081,0.67,0.24,,河南省郑州市登封市大冶镇,,1.6,13.6,N,
M4742,,China,Henan Daping Coal Mine,,河南省郑州煤炭工业（集团）有限责任公司大平煤矿工业场地煤柱开采项目,,,https://www.gem.wiki/河南省郑州煤炭工业（集团）有限责任公司大平煤矿工业场地煤柱开采项目,Proposed,Permitted,Extension,,Zhengzhou Coal Industry Group Co Ltd,,郑州煤炭工业（集团）有限责任公司,,,0.8,,,,Underground,Longwall,,,Exact,,,Bituminous,Thermal,,,,,2.98,2021.0,,,,,4.0,,Xinmi Coal Field,34.449619,113.273068,Exact,,,,,,,,,,N,N,6.79,0.0046,0.38,0.14,,,,1.6,7.6,N,
M5149,,China,Henan Dengcao Coal Mine,,郑州煤炭工业（集团）磴槽矿业有限责任公司,,,https://www.gem.wiki/郑州煤炭工业（集团）磴槽矿业有限责任公司,Operating,,,,Zhengzhou Coal Industry Group Co Ltd Dengcao Mining Co Ltd,,郑州煤炭工业（集团）磴槽矿业有限责任公司,,,0.6,,2023.0,,Underground,Longwall,,,Exact,375.0,Exact,Bituminous,Thermal,,,,,17.93,2019.0,,30.0,2012.0,,21.0,2019.0,,34.318405,113.003915,Exact,,,,突出矿井,2025.0,,,,,N,N,11.73,0.0079,0.65,0.23,,河南省郑州市登封市大金店镇磴槽村,,1.6,17.5,N,
M5153,,China,Henan Dengfeng Qianxiang Coal Mine,,登封市仟祥煤业有限责任公司,,,https://www.gem.wiki/登封市仟祥煤业有限责任公司,Operating,,,,Dengfeng City Qianxiang Coal Industry Co Ltd,E100002009627,登封市仟祥煤业有限责任公司,Dengfeng City Qianxiang Coal Industry Co Ltd [100.0%],,0.6,,2026.0,,Underground,Longwall,,,Exact,855.0,Estimate,Bituminous,Thermal,,,,,17.08,2018.0,41.0,28.0,2014.0,,20.0,2019.0,,34.329294,113.213096,Exact,,,,突出矿井,2025.0,,,,,N,N,11.66,0.0078,0.64,0.23,E100002009627 [100.0%],河南省郑州市登封市徐庄镇刘沟村,,1.6,17.4,N,
M6995,,China,Henan Dengfeng Xinyu Coal Mine,,登电集团新玉煤矿,,,https://www.gem.wiki/登电集团新玉煤矿,Operating,,Expansion,,Dengdian Group Xinyu Coal Mine Co Ltd,E100002011757,登电集团新玉煤矿有限公司,Dengdian Group Xinyu Coal Mine Co Ltd [100.0%],,0.45,,2024.0,,Underground,Longwall,,,Exact,316.0,Exact,Bituminous,Thermal,,,,,9.0,2017.0,25.6568,,2018.0,,15.0,2017.0,Dengfeng Coal Field,34.348944,113.190877,Exact,,,,低瓦斯,2025.0,,,,,N,N,7.64,0.0051,0.42,0.15,E100002011757 [100.0%],河南省郑州市登封市告成镇王家门,,1.6,15.2,N,
