gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M5514,,China,Shaanxi Tianren Coal Mine,,陕西省子长县天任煤矿,,,https://www.gem.wiki/子长县天任煤矿,Proposed,Permitted,Resource Consolidation and Restructuring,,Zichang County Tianren Coal Mine Co Ltd,E100002009208,子长县天任煤矿,Zichang County Tianren Coal Mine Co Ltd [100.0%],,0.6,,,,Underground,Longwall,,,Exact,464.0,Exact,Bituminous,Thermal,,,,,6.45,2023.0,12.0,11.0,,,8.0,2023.0,Northern Shaanxi Triassic Coal Field,37.091862,109.635819,Exact,,,,低瓦斯,2023.0,,,,,N,N,3.82,0.0026,0.21,0.08,E100002009208 [100.0%],陕西省延安市子长市余家坪镇,,1.6,5.7,N,
M4759,,China,Shaanxi Tongchuan Xichuan Coal Mine,,华能铜川照金煤电有限公司西川煤矿分公司,,,https://www.gem.wiki/华能铜川照金煤电有限公司西川煤矿分公司,Operating,,Resource Consolidation and Restructuring,,Huaneng Tongchuan Zhaojin Coal and Electricity Co Ltd,E100000122672,华能铜川照金煤电有限公司,China Huaneng Group Co Ltd [100.0%],China,0.9,,2022.0,,Underground,Longwall,,,Exact,395.0,Estimate,Bituminous,Thermal,,,,,14.03,2021.0,27.0,16.0,2007.0,,12.0,2022.0,Huanglong Jurassic Coalfield,35.171521,108.676607,Exact,,,,低瓦斯,2022.0,,,,,N,N,7.91,0.0053,0.44,0.16,E100000000171 [100.0%],陕西省铜川市耀州区庙湾镇,,1.6,7.9,N,
M4758,,China,Shaanxi Tongchuan Xiufanggou Coal Mine,,铜川市耀州区秀房沟煤矿,,,https://www.gem.wiki/铜川市耀州区秀房沟煤矿,Operating,,,,Tongchuan City Yaozhou District Xiufanggou Coal Mine Co Ltd,E100002009517,铜川市耀州区秀房沟煤矿,Tongchuan City Yaozhou District Xiufanggou Coal Mine Co Ltd [100.0%],China,0.9,,2022.0,,Underground,Longwall,,,Exact,155.0,Exact,Bituminous,Thermal,,,,,14.68,2020.0,25.0,16.0,1999.0,,13.0,2021.0,,35.097415,108.650551,Exact,,,,低瓦斯,2016.0,,,,,N,N,5.73,0.0038,0.32,0.11,E100002009517 [100.0%],陕西省铜川市耀州区秀房沟,,1.6,5.7,N,
M5422,,China,Shaanxi Wanda Coal Mine,,府谷县万达煤矿,,,https://www.gem.wiki/府谷县万达煤矿,Shelved,,Resource Consolidation and Restructuring,,Fugu County Wanda Coal Mine Co Ltd,E100002009770,府谷县万达煤矿,Fugu County Wanda Coal Mine Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,,,Bituminous,Thermal,,,,,21.06,2018.0,,35.0,,,25.0,2018.0,Shenfu Coal Field,39.04,110.72,Approximate,,,,低瓦斯,2018.0,,,,,N,N,4.09,0.0027,0.23,0.08,E100002009770 [100.0%],陕西省榆林市府谷县新民镇新民村,,1.6,6.1,N,
M4788,,China,Shaanxi Wangjiashan Coal Mine No.1 Well,,甘肃靖煤能源有限公司王家山煤矿分公司一号井,,,https://www.gem.wiki/甘肃靖煤能源有限公司王家山煤矿分公司一号井,Operating,,,,Gansu Jingmei Energy Co Ltd Wangjiashan Coal Mine Branch,E100002010033,甘肃靖煤能源有限公司王家山煤矿分公司,Gansu Jingmei Energy Co Ltd Wangjiashan Coal Mine Branch [100.0%],China,0.9,,2024.0,,Underground,Longwall,,,Estimate,810.0,Exact,Bituminous,Thermal,,,,,167.55,2011.0,282.0,186.0,1989.0,,32.0,2013.0,Jingyuan,36.887209,104.856014,Exact,,,,低瓦斯,2024.0,,,,,N,N,13.35,0.0089,0.74,0.27,E100002010033 [100.0%],甘肃省白银市靖远县东升乡,,1.6,13.3,N,
M5423,,China,Shaanxi Wantaiming Coal Mine,,府谷县万泰明煤矿有限公司,,,https://www.gem.wiki/府谷县万泰明煤矿有限公司,Operating,,Resource Consolidation and Restructuring,,Fugu County Wantaiming Coal Mine Co Ltd,E100002009772,府谷县万泰明煤矿有限公司,Fugu County Wantaiming Coal Mine Co Ltd [100.0%],China,1.5,,2025.0,,Underground,Longwall,,,Exact,170.0,Estimate,Bituminous,Thermal,,,,,38.12,2023.0,57.0,25.0,2018.0,,22.0,2025.0,Northern Shaanxi Jurassic Coalfield,39.254998,110.679746,Exact,,,,低瓦斯,2025.0,,,,,N,N,8.21,0.0055,0.45,0.16,E100002009772 [100.0%],陕西省榆林市府谷县庙沟门镇郝家沟村,,1.6,4.9,N,
M6988,,China,Shaanxi Weinan Hongsen Coal Mine,,白水县鸿森煤业有限责任公司煤矿,,,https://www.gem.wiki/白水县鸿森煤业有限责任公司煤矿,Operating,,Resource Consolidation and Restructuring,,Baishui County Hongsen Coal Industry Co Ltd,E100002011734,白水县鸿森煤业有限责任公司,Baishui County Hongsen Coal Industry Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,130.0,Exact,Bituminous,Thermal,,,,,4.0,2016.0,7.186,10.0,,,9.0,2016.0,Weibei Carboniferous-Permian Coalfield,35.197653,109.702051,Exact,,,,低瓦斯,2016.0,,,,,N,N,5.48,0.0037,0.3,0.11,E100002011734 [100.0%],陕西省渭南市白水县西固镇东固村,,1.6,10.9,N,
M6987,,China,Shaanxi Weinan Shishan Coal Mine,,陕西狮山能源煤业有限公司煤矿,,,https://www.gem.wiki/陕西狮山能源煤业有限公司煤矿,Operating,,Resource Consolidation and Restructuring,,Shaanxi Shishan Energy Coal Industry Co Ltd,E100002011976,陕西狮山能源煤业有限公司,Shaanxi Shishan Energy Coal Industry Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,328.0,Exact,Bituminous,Thermal,,,,,7.0,2018.0,18.98,16.0,2020.0,,12.0,2018.0,Weibei Coal Field,35.463272,110.398105,Exact,,,,高瓦斯,2019.0,,,,,N,N,3.14,0.0021,0.17,0.06,E100002011976 [100.0%],陕西省渭南市韩城市金城区竹园村,,1.6,6.2,N,
M5431,,China,Shaanxi Wuyi Coal Mine,,陕西省府谷能源投资集团五一矿业公司,,,https://www.gem.wiki/陕西省府谷能源投资集团五一矿业公司,Proposed,Construction,Resource Consolidation and Restructuring,,Fugu Energy Investment Group Co Ltd,E100000125120,府谷能源投资集团有限公司,Fugu County State-owned Assets Operation Co Ltd [100.0%],,1.5,,,,Underground,,,,Estimate,477.0,Exact,Bituminous,Thermal & Met,,,,,54.28,2021.0,162.0,36.0,,,,,Northern Shaanxi Carboniferous Permian Coalfield,39.061777,111.046454,Approximate,,,,低瓦斯,2022.0,,,,,N,N,22.26,0.0149,1.23,0.44,E100000124965 [100.0%],陕西省榆林市府谷县府谷镇,,1.6,13.3,N,
M6667,,China,Shaanxi Xiaohaotu No. 1 Coal Mine,,陕西能源小壕兔煤电有限公司小壕兔一号煤矿,,,https://www.gem.wiki/陕西能源小壕兔煤电有限公司小壕兔一号煤矿,Proposed,Pre-Permit,New,,Shaanxi Coal and Chemical Industry Group Shennan Mining Co Ltd,E100002011963,陕西煤业化工集团神南矿业有限公司,Shaanxi Coal and Chemical Industry Group Shennan Mining Co Ltd [100.0%],China,8.0,,,,Underground,,,,Estimate,,,Bituminous,,,,,,,,,,,,,,,38.791501,109.628142,Approximate,,,,,,,,,,N,N,118.7,0.0795,6.56,2.37,E100002011963 [100.0%],陕西省榆林市榆阳区神木县大保当镇,,1.6,13.3,N,
M6668,,China,Shaanxi Xiaohaotu No. 3 Coal Mine,,陕西能源小壕兔煤电有限公司小壕兔三号煤矿,,,https://www.gem.wiki/陕西能源小壕兔煤电有限公司小壕兔三号煤矿,Proposed,Pre-Permit,New,,Shaanxi Coal and Chemical Industry Group Shennan Mining Co Ltd,E100002011963,陕西煤业化工集团神南矿业有限公司,Shaanxi Coal and Chemical Industry Group Shennan Mining Co Ltd [100.0%],China,15.0,,,,Underground,,,,Estimate,,,Bituminous,Thermal,,,,,,,,,,,,,,38.788725,109.634408,Approximate,,,,,,,,,,N,N,232.13,0.1555,12.83,4.63,E100002011963 [100.0%],陕西省榆林市榆阳区,,1.6,13.3,N,
M5415,,China,Shaanxi Xigu Xinxing Coal Mine,,陕西省白水县西固新兴煤业有限责任公司煤矿,,,https://www.gem.wiki/陕西省白水县西固新兴煤业有限责任公司煤矿,Operating,,Resource Consolidation and Restructuring,,Baishui County Xigu Xinxing Coal Industry Co Ltd,E100002009289,白水县西固新兴煤业有限责任公司,Baishui County Xigu Xinxing Coal Industry Co Ltd [100.0%],China,0.6,,2022.0,,Underground,Longwall,,,Exact,570.0,Exact,Bituminous,Thermal,,,,,5.64,2021.0,12.0,9.0,2023.0,,7.0,2021.0,Weibei Carboniferous Permian Coal Field,35.197652,109.702571,Exact,,Xinyuan power station; Pucheng power station,https://www.gem.wiki/Xinyuan_power_station; https://www.gem.wiki/Pucheng_power_station,低瓦斯,2022.0,,,,,N,N,7.5,0.005,0.41,0.15,E100002009289 [100.0%],陕西省渭南市白水县西固镇,,1.6,11.2,N,
M5515,,China,Shaanxi Xingelao Coal Mine,,神木县新圪崂煤矿,,,https://www.gem.wiki/神木县新圪崂煤矿,Operating,,Resource Consolidation and Restructuring,,Shenmu County Xingelao Coal Mine Co Ltd,E100002009708,神木县新圪崂煤矿有限责任公司,Shenmu County Xingelao Coal Mine Co Ltd [100.0%],China,0.45,,2023.0,,Underground,Longwall,,,Exact,395.0,Exact,Bituminous,Thermal,,,,,4.21,2017.0,,9.0,2017.0,,2.0,2023.0,Northern Shaanxi Triassic Coal Field,38.814191,110.4213,Exact,,,,低瓦斯,2023.0,,,,,N,N,0.95,6.0E-4,0.05,0.02,E100002009708 [100.0%],陕西省榆林市神木市西沟街道花墩沟村,,1.6,1.9,N,
M6974,,China,Shaanxi Xunyi Liushicun Coal Mine,,旬邑县留石村煤矿,,,https://www.gem.wiki/旬邑县留石村煤矿,Operating,,Expansion,,Xunyi County Jixin Coal Industry Co Ltd,E100002012018,旬邑县济鑫煤业有限公司,Xunyi County Jixin Coal Industry Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,398.0,Exact,Bituminous,Thermal,,,,,4.0,2012.0,6.0312,9.0,2019.0,,7.0,2012.0,Huanglong Jurassic Coalfield,35.160442,108.397509,Exact,,,,低瓦斯,2018.0,,,,,N,N,2.9,0.0019,0.16,0.06,E100002012018 [100.0%],陕西省咸阳市旬邑县城关镇,,1.6,5.8,N,
M6975,,China,Shaanxi Xunyi Qingyuan Coal Mine,,旬邑县清塬煤矿,,,https://www.gem.wiki/旬邑县清塬煤矿,Operating,,Expansion,,Xunyi County Binsheng Coal Industry Asset Management Co Ltd,E100002012017,旬邑县豳盛煤业资产管理有限公司,Xunyi County Binsheng Coal Industry Asset Management Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,407.0,Exact,Bituminous,Thermal,,,,,5.0,2019.0,,10.0,,,8.0,2019.0,Huanglong Jurassic Coalfield,35.100949,108.466025,Exact,,,,低瓦斯,2023.0,,,,,N,N,2.47,0.0017,0.14,0.05,E100002012017 [100.0%],陕西省咸阳市旬邑县清塬镇马崖腰村,,1.6,4.9,N,
M5020,,China,Shaanxi Yan'an Checun Coal Mine No.1 Shaft,,延安市车村煤矿一号井,,,https://www.gem.wiki/延安市车村煤矿一号井,Operating,,Expansion,,Yan'an City Che Village Coal Mine Co Ltd,,延安市车村煤矿一号井,,China,1.2,,2024.0,,Underground,Longwall,,,Exact,189.0,Exact,Bituminous,Thermal,,,,,122.22,2019.0,,41.0,2024.0,,60.0,2024.0,"Yushen mining area, Northern Shaanxi Jurassic Coalfield",37.101712,109.476193,Exact,,,,低瓦斯,2024.0,,,,,N,N,9.26,0.0062,0.51,0.18,,陕西省延安市子长市寺湾乡刘家硷村,,1.6,6.9,N,
M4996,,China,Shaanxi Yan'an Hecaogou Coal Mine No.1 Coal Mine,,延安市禾草沟煤矿一号井,,,https://www.gem.wiki/延安市禾草沟煤矿一号井,Operating,,Resource Consolidation and Restructuring,,Yan'an City Hecaogou First Coal Mine Co Ltd,E100002009317,延安市禾草沟一号煤矿有限公司,Yan'an City Hecaogou First Coal Mine Co Ltd [100.0%],China,0.6,,2024.0,,Underground,Longwall,,,Exact,123.0,Exact,Bituminous,Met,,,,,25.12,2022.0,43.0,42.0,2013.0,,29.0,2024.0,,37.0532,109.619637,Exact,,,,低瓦斯,2024.0,,,,,N,N,5.36,0.0036,0.3,0.11,E100002009317 [100.0%],陕西省延安市子长市余家坪乡庙砭村,,1.6,8.0,N,
M6981,,China,Shaanxi Yan'an Hong'an Coal Mine,,延安市宝塔区红安煤业有限责任公司煤矿,,,https://www.gem.wiki/延安市宝塔区红安煤业有限责任公司煤矿,Mothballed,,Resource Consolidation and Restructuring,,Yan'an Baota District Hong'an Coal Industry Co Ltd,E100002012019,延安市宝塔区红安煤业有限责任公司,Yan'an Baota District Hong'an Coal Industry Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,530.0,Exact,Bituminous,Thermal & Met,,,,,17.0,2011.0,29.371,38.0,,,29.0,2011.0,Northern Shaanxi Triassic Coalfield,36.709923,109.56959,Exact,,,,低瓦斯,2012.0,,,,,N,N,2.24,0.0015,0.12,0.04,E100002012019 [100.0%],陕西省延安市宝塔区冯庄乡前安家沟村,,1.6,4.5,N,
M6985,,China,Shaanxi Yan'an Shanzuiwan Coal Mine,,子长县扇咀湾煤矿,,,https://www.gem.wiki/子长县扇咀湾煤矿,Operating,,Expansion,,Shaanxi Xianhe Industrial Co Ltd,E100002011977,陕西先和实业有限公司,Shaanxi Xianhe Industrial Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,112.0,Exact,Bituminous,Met,,,,,8.0,2019.0,13.78,18.0,2017.0,,18.0,2019.0,Northern Shaanxi Triassic Coalfield,37.128157,109.637148,Exact,,,,低瓦斯,2016.0,,,,,N,N,2.11,0.0014,0.12,0.04,E100002011977 [100.0%],陕西省延安市子长县瓦窑堡镇闫家枣林,,1.6,4.2,N,
M6984,,China,Shaanxi Yan'an Shuangfu Coal Mine,,子长县双富煤矿,,,https://www.gem.wiki/子长县双富煤矿,Operating,,Resource Consolidation and Restructuring,,Zichang County Jietai Mining Co Ltd,E100002012023,子长县杰泰矿业有限责任公司,Zichang County Jietai Mining Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,120.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2008.0,2.0,2021.0,7.378,6.0,2021.0,,4.0,2021.0,Northern Shaanxi Triassic Coalfield,37.167751,109.655428,Exact,,,,低瓦斯,2022.0,,,,,N,N,2.71,0.0018,0.15,0.05,E100002012023 [100.0%],陕西省延安市子长市瓦窑堡街道办事处上冯家庄村炭库沟,,1.6,5.4,N,
M6980,,China,Shaanxi Yan'an Siju Coal Mine,,延安市宝塔区四咀煤炭有限责任公司煤矿,,,https://www.gem.wiki/延安市宝塔区四咀煤炭有限责任公司煤矿,Operating,,Resource Consolidation and Restructuring,,Shaanxi Hongrui Investment Group Co Ltd,E100000128112,陕西鸿瑞投资集团有限公司,Shaanxi Hongrui Investment Group Co Ltd [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,342.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2020.0,10.0,2009.0,19.67,22.0,2022.0,,18.0,2009.0,Northern Shaanxi Triassic Coalfield,36.894588,109.647286,Exact,,,,低瓦斯,2020.0,,,,,N,N,2.66,0.0018,0.15,0.05,E100000128112 [100.0%],陕西省延安市宝塔区蟠龙镇永胜村,,1.6,5.3,N,
M6982,,China,Shaanxi Yan'an Xinxinyuan Coal Mine,,延安市宝塔区新鑫源煤矿,,,https://www.gem.wiki/延安市宝塔区新鑫源煤矿,Mothballed,,Resource Consolidation and Restructuring,,Shaanxi Yihui Energy Partnership,E100002011979,陕西翼晖能源合伙企业,Shaanxi Yihui Energy Partnership [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,703.0,Exact,,,,,,,7.0,2020.0,8.741,15.0,,,12.0,2020.0,Northern Shaanxi Triassic Coalfield,36.723237,109.582996,Exact,,,,,,,,,,N,N,,,,,E100002011979 [100.0%],陕西省延安市宝塔区冯庄乡后安沟村,,1.6,,N,
M6983,,China,Shaanxi Yan'an Yongming Coal Mine,,陕西永明煤矿有限公司煤矿,,,https://www.gem.wiki/陕西永明煤矿有限公司煤矿,Operating,,Resource Consolidation and Restructuring,,Shaanxi Yongming Coal Mine Co Ltd,E100002011981,陕西永明煤矿有限公司,Shaanxi Yongming Coal Mine Co Ltd [100.0%],China,0.45,,2024.0,,Underground,Longwall,,,Exact,356.0,Exact,Bituminous,Thermal & Met,50.0,50.0,Estimated,2008.0,8.0,2023.0,11.6,18.0,2019.0,,14.0,2023.0,Northern Shaanxi Triassic Coalfield,37.032203,109.629064,Exact,,,,低瓦斯,2024.0,,,,,N,N,2.01,0.0013,0.11,0.04,E100002011981 [100.0%],陕西省延安市子长市余家坪镇石家畔村,,1.6,4.0,N,
M6986,,China,Shaanxi Yan'an Zibei Coal Mine,,子长县自备煤矿,,,https://www.gem.wiki/子长县自备煤矿,Operating,,Resource Consolidation and Restructuring,,Shaanxi Yan'an Zibei Coal Mine,E100002011978,子长县自备煤矿,Shaanxi Yan'an Zibei Coal Mine [100.0%],China,0.45,,2022.0,,Underground,Longwall,,,Exact,152.0,Exact,Bituminous,Thermal,,,,,2.0,2021.0,6.28,5.0,2018.0,,4.0,2021.0,Northern Shaanxi Triassic Coalfield,37.143887,109.603192,Exact,,,,低瓦斯,2022.0,,,,,N,N,2.11,0.0014,0.12,0.04,E100002011978 [100.0%],陕西省延安市子长县栾家坪乡南沟,,1.6,4.2,N,
M5022,,China,Shaanxi Yanchuan Taifeng Coal Mine,,延川县泰丰煤矿,,,https://www.gem.wiki/延川县泰丰煤矿,Operating,,Resource Consolidation and Restructuring,,Yanchuan County Taifeng Coal Mine Co Ltd,E100002009314,延川县泰丰煤矿,Yanchuan County Taifeng Coal Mine Co Ltd [100.0%],China,0.6,,2023.0,,Underground,Longwall,,,Exact,314.0,Estimate,Bituminous,Thermal,,,,,10.98,2020.0,,18.0,2017.0,,18.0,2020.0,"Yushen mining area, Northern Shaanxi Jurassic Coalfield",36.973142,109.697052,Exact,,,,低瓦斯,2023.0,,,,,N,N,1.96,0.0013,0.11,0.04,E100002009314 [100.0%],陕西省延安市延川县高家屯乡新窑湾村,,1.6,2.9,N,
M5021,,China,Shaanxi Yanchuan Xintai Coal Mine,,延川县新泰煤矿,,,https://www.gem.wiki/延川县新泰煤矿,Mothballed,,Resource Consolidation and Restructuring,,Yanchuan County Xintai Coal Mine Co Ltd,E100002009313,延川县新泰煤矿,Yanchuan County Xintai Coal Mine Co Ltd [100.0%],China,0.6,,2020.0,,Underground,Longwall,,,Exact,649.0,Exact,Bituminous,Thermal,,,,,22.47,2018.0,,37.0,,,27.0,2018.0,"Yushen mining area, Northern Shaanxi Jurassic Coalfield",36.991702,109.67978,Exact,,,,低瓦斯,2024.0,,,,,N,N,2.2,0.0015,0.12,0.04,E100002009313 [100.0%],陕西省延安市延川县高家屯乡贺家崖村,,1.6,3.3,N,
M5410,,China,Shaanxi Yaotou Coal Mine,,陕西省澄城县尧头斜井,,,https://www.gem.wiki/陕西省澄城县尧头斜井,Proposed,Construction,Resource Consolidation and Restructuring,,Shaanxi Province Chengcheng County Yaotou Xiejing Co Ltd,,陕西省澄城县尧头斜井,,,0.9,,,,Underground,Longwall,,,Exact,541.0,Exact,Bituminous,Met,,,,,21.01,2012.0,40.0,23.0,,,18.0,2012.0,Weibei Carboniferous Permian Coal Field,35.161485,109.849183,Exact,,,,低瓦斯,2008.0,,,,,N,N,12.35,0.0083,0.68,0.25,,陕西省渭南市澄城县放车圪塔村,,1.6,12.3,N,
M1328,,China,Shaanxi Yidong Coal Mine,,陕西益东矿业有限责任公司益东煤矿,,,https://www.gem.wiki/陕西益东矿业有限责任公司益东煤矿,Operating,,,,Shaanxi Yidong Mining Company,,,,China,5.0,,2025.0,,Underground,,,,Exact,576.0,Estimate,Bituminous,Thermal,,,,,110.0,2018.0,,22.0,2018.0,,24.0,2025.0,Northern Shaanxi Triassic Coalfield,39.204632,110.003136,Exact,,,,低瓦斯,2024.0,,,,,N,N,61.31,0.0411,3.39,1.22,,陕西省榆林市神木县中鸡镇牛家壕村,,1.6,11.0,N,
M6978,,China,Shaanxi Yintai Dongzigou Coal Mine,,铜川市印台区高楼河洞子沟煤矿,,,https://www.gem.wiki/铜川市印台区高楼河洞子沟煤矿,Shelved,,Resource Consolidation and Restructuring,,Shaanxi Yintai Dongzigou Coal Mine,E100002011980,铜川市印台区高楼河洞子沟煤矿,Shaanxi Yintai Dongzigou Coal Mine [100.0%],China,0.45,,,,Underground,,,,Estimate,,,,Thermal,,,,,,,2.526,,,,,,,35.101945,109.433965,Exact,,,,,,,,,,N,N,,,,,E100002011980 [100.0%],陕西省铜川市印台区高楼河镇洞子沟村,,1.6,,N,
M4969,,China,Shaanxi Yulin Changjialiang Coal Mine,,榆林市榆阳区泰普煤业有限公司常家梁煤矿,,,https://www.gem.wiki/榆林市榆阳区泰普煤业有限公司常家梁煤矿,Operating,,Resource Consolidation and Restructuring,,Yulin City Yuyang District Taipu Coal Industry Co Ltd,E100002009267,榆林市榆阳区泰普煤业有限公司,Yulin City Yuyang District Taipu Coal Industry Co Ltd [100.0%],China,0.6,,2021.0,,Underground,Longwall,,,Exact,492.0,Exact,Bituminous,Thermal,,,,,8.55,2021.0,,14.0,2016.0,,10.0,2021.0,Northern Shaanxi Triassic Coalfield,38.429631,109.722482,Exact,,,,低瓦斯,2012.0,,,,,N,N,6.77,0.0045,0.37,0.14,E100002009267 [100.0%],陕西省榆林市榆阳区牛家梁镇,,1.6,10.1,N,
M5019,,China,Shaanxi Yulin Changlebao Coal Mine,,榆林市常乐堡矿业有限公司,,,https://www.gem.wiki/榆林市常乐堡矿业有限公司,Operating,,Resource Consolidation and Restructuring,,Yulin City Changlebao Mining Co Ltd,E100002009277,榆林市常乐堡矿业有限公司,Yulin City Changlebao Mining Co Ltd [100.0%],China,1.2,,2024.0,,Underground,Longwall,,,Exact,348.0,Exact,Bituminous,Thermal,,,,,15.58,2021.0,121.0,13.0,2005.0,,10.0,2021.0,Northern Shaanxi Jurassic Coalfield,38.3824,109.833168,Exact,,,,低瓦斯,2021.0,,,,,N,N,6.38,0.0043,0.35,0.13,E100002009277 [100.0%],陕西省榆林市榆阳区牛家梁镇常乐堡村,,1.6,4.8,N,
M4784,,China,Shaanxi Yulin Changxing Coal Mine,,榆林市榆阳区常兴煤矿,,,https://www.gem.wiki/榆林市榆阳区常兴煤矿,Operating,,Resource Consolidation and Restructuring,,Yulin City Yuyang District Changxing Coal Mine Co Ltd,E100002009271,榆林市榆阳区常兴煤矿,Yulin City Yuyang District Changxing Coal Mine Co Ltd [100.0%],China,0.9,,2025.0,,Underground,,,,Estimate,168.0,Exact,Bituminous,Thermal,,,,,4.16,2021.0,7.0,5.0,1996.0,,9.0,2021.0,Northern Shaanxi Triassic Coalfield,38.520034,109.843715,Exact,,,,低瓦斯,2025.0,,,,,N,N,13.35,0.0089,0.74,0.27,E100002009271 [100.0%],陕西省榆林市榆阳区牛家梁镇常家梁村,,1.6,13.3,N,
M4970,,China,Shaanxi Yulin Dongfeng Coal Mine,,榆林市榆阳区东风煤矿,,,https://www.gem.wiki/榆林市榆阳区东风煤矿,Operating,,Resource Consolidation and Restructuring,,Shaanxi Yulin Dongfeng Coal Mine,,榆林市榆阳区东风煤矿,,China,0.6,,2023.0,,Underground,Longwall,,,Exact,165.0,Exact,Bituminous,Thermal,,,,,8.6,2022.0,20.0,14.0,1993.0,,13.0,2022.0,,38.437226,109.743701,Exact,,,,低瓦斯,2022.0,,,,,N,N,5.01,0.0034,0.28,0.1,,陕西省榆林市榆阳区金鸡滩乡上河则村,,1.6,7.5,N,
M4785,,China,Shaanxi Yulin Erdun Coal Mine,,榆林市麻黄梁镇二墩煤矿,,,https://www.gem.wiki/榆林市麻黄梁镇二墩煤矿,Operating,,Resource Consolidation and Restructuring,,Yulin City Mahuangliang Town Erdun Coal Mine Co Ltd,E100002009275,榆林市麻黄梁镇二墩煤矿,Yulin City Mahuangliang Town Erdun Coal Mine Co Ltd [100.0%],China,0.9,,2022.0,,Underground,Longwall,,,Exact,40.0,Exact,Bituminous,Thermal,,,,,49.99,2007.0,103.0,56.0,1997.0,,21.0,2007.0,"Yushen Mining Area, Jurassic Coalfield",38.441255,109.898544,Exact,,,,低瓦斯,2021.0,,,,,N,N,1.91,0.0013,0.11,0.04,E100002009275 [100.0%],陕西省榆林市榆阳区麻黄梁镇六墩村,,1.6,1.9,N,
M4971,,China,Shaanxi Yulin Jinniu Coal Mine,,榆林市榆阳区金牛煤矿,,,https://www.gem.wiki/榆林市榆阳区金牛煤矿,Operating,,,,Shaanxi Yulin Jinniu Coal Mine,,榆林市榆阳区金牛煤矿,,China,0.6,,2023.0,,Underground,Longwall,,,Exact,255.0,Exact,Bituminous,Thermal,,,,,7.9,2022.0,21.0,13.0,1995.0,,32.0,2012.0,,38.400339,109.740831,Exact,,,,低瓦斯,2024.0,,,,,N,N,1.15,8.0E-4,0.06,0.02,,陕西省榆林市榆阳区牛家梁镇什拉滩村,,1.6,1.7,N,
M4786,,China,Shaanxi Yulin Santaijie Coal Mine,,陕西榆林榆阳区三台界煤矿,,,https://www.gem.wiki/陕西榆林榆阳区三台界煤矿,Operating,,,,Shaanxi Yulin Yuyang District Santaijie Coal Mine Co Ltd,E100002010151,陕西榆林榆阳区三台界煤矿,Shaanxi Yulin Yuyang District Santaijie Coal Mine Co Ltd [100.0%],China,0.9,,2024.0,,Underground,Longwall,,,Exact,180.0,Exact,Bituminous,Thermal,,,,,3.09,2019.0,,3.0,2009.0,,2.0,2024.0,Northern Shaanxi Triassic Coalfield,38.376405,109.849433,Exact,,,,低瓦斯,2024.0,,,,,N,N,9.29,0.0062,0.51,0.19,E100002010151 [100.0%],陕西省榆林市榆阳区牛家梁镇常乐堡村,,1.6,9.2,N,
